"CODE","STANDORT","NAME","PROBEARTID","BEGINNPROBENAHME","ENDEPROBENAHME","PARAMETER","OPERATOR","WERT_NUM","EINHEIT","MSTLTYP","PARAMETERGRUPPEID","PARAMETERGRUPPE","BEZEICHNUNG_BAFU","PARAMETERID_BAFU"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SR01","Sensematt, Brücke","Scherlibach","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SR01","Sensematt, Brücke","Scherlibach","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SR01","Sensematt, Brücke","Scherlibach","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SR01","Sensematt, Brücke","Scherlibach","S",3.10.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SR01","Sensematt, Brücke","Scherlibach","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SR01","Sensematt, Brücke","Scherlibach","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SR01","Sensematt, Brücke","Scherlibach","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SR01","Sensematt, Brücke","Scherlibach","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",3.10.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"KI52","nach Freimettigen, Steg","Chise","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"KI52","nach Freimettigen, Steg","Chise","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"KI52","nach Freimettigen, Steg","Chise","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"KI52","nach Freimettigen, Steg","Chise","S",3.10.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"KI52","nach Freimettigen, Steg","Chise","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"KI52","nach Freimettigen, Steg","Chise","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"KI52","nach Freimettigen, Steg","Chise","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"KI52","nach Freimettigen, Steg","Chise","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SA51","Marfeldingen","Saane","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SA51","Marfeldingen","Saane","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SA51","Marfeldingen","Saane","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SA51","Marfeldingen","Saane","S",3.10.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SA51","Marfeldingen","Saane","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SA51","Marfeldingen","Saane","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SA51","Marfeldingen","Saane","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SA51","Marfeldingen","Saane","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",3.10.2023 00:00:00,,"PFDA",,1.11,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",9.11.2023 00:00:00,,"PFDA",,1.32,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"RO01","Vor Mündung M","Rotache","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"RO01","Vor Mündung M","Rotache","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"RO01","Vor Mündung M","Rotache","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"RO01","Vor Mündung M","Rotache","S",3.10.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"RO01","Vor Mündung M","Rotache","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"RO01","Vor Mündung M","Rotache","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"RO01","Vor Mündung M","Rotache","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"RO01","Vor Mündung M","Rotache","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"GU03","Belpmatten Brücke","Gürbe","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"GU03","Belpmatten Brücke","Gürbe","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"GU03","Belpmatten Brücke","Gürbe","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"GU03","Belpmatten Brücke","Gürbe","S",3.10.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"GU03","Belpmatten Brücke","Gürbe","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"GU03","Belpmatten Brücke","Gürbe","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"GU03","Belpmatten Brücke","Gürbe","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"GU03","Belpmatten Brücke","Gürbe","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"AM01","Uetendorf / Änteried","Amletenbach","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"AM01","Uetendorf / Änteried","Amletenbach","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"AM01","Uetendorf / Änteried","Amletenbach","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"AM01","Uetendorf / Änteried","Amletenbach","S",3.10.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"AM01","Uetendorf / Änteried","Amletenbach","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"AM01","Uetendorf / Änteried","Amletenbach","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"AM01","Uetendorf / Änteried","Amletenbach","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"AM01","Uetendorf / Änteried","Amletenbach","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",3.10.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",28.2.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"CBA004","Grabe, Brücke","Chräbsbach","S",28.3.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"CBA004","Grabe, Brücke","Chräbsbach","S",2.5.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"CBA004","Grabe, Brücke","Chräbsbach","S",5.9.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"CBA004","Grabe, Brücke","Chräbsbach","S",3.10.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"CBA004","Grabe, Brücke","Chräbsbach","S",4.7.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"CBA004","Grabe, Brücke","Chräbsbach","S",3.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"CBA004","Grabe, Brücke","Chräbsbach","S",31.1.2023 00:00:00,,"PFDA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"CBA004","Grabe, Brücke","Chräbsbach","S",28.2.2023 00:00:00,,"PFDA",,1.15,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFDA","PFDA"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",28.3.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",2.5.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",5.9.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",3.10.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",4.7.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",3.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",31.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",28.2.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SR01","Sensematt, Brücke","Scherlibach","S",28.3.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SR01","Sensematt, Brücke","Scherlibach","S",2.5.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SR01","Sensematt, Brücke","Scherlibach","S",5.9.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SR01","Sensematt, Brücke","Scherlibach","S",3.10.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SR01","Sensematt, Brücke","Scherlibach","S",4.7.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SR01","Sensematt, Brücke","Scherlibach","S",3.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SR01","Sensematt, Brücke","Scherlibach","S",31.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SR01","Sensematt, Brücke","Scherlibach","S",28.2.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",28.3.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",2.5.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",5.9.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",3.10.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",4.7.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",3.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",31.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",28.2.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"KI52","nach Freimettigen, Steg","Chise","S",28.3.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"KI52","nach Freimettigen, Steg","Chise","S",2.5.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"KI52","nach Freimettigen, Steg","Chise","S",5.9.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"KI52","nach Freimettigen, Steg","Chise","S",3.10.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"KI52","nach Freimettigen, Steg","Chise","S",4.7.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"KI52","nach Freimettigen, Steg","Chise","S",3.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"KI52","nach Freimettigen, Steg","Chise","S",31.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"KI52","nach Freimettigen, Steg","Chise","S",28.2.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SA51","Marfeldingen","Saane","S",28.3.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SA51","Marfeldingen","Saane","S",2.5.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SA51","Marfeldingen","Saane","S",5.9.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SA51","Marfeldingen","Saane","S",3.10.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SA51","Marfeldingen","Saane","S",4.7.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SA51","Marfeldingen","Saane","S",3.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SA51","Marfeldingen","Saane","S",31.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"SA51","Marfeldingen","Saane","S",28.2.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",28.3.2023 00:00:00,,"PFHpA",,1.42,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",2.5.2023 00:00:00,,"PFHpA",,1.28,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",5.9.2023 00:00:00,,"PFHpA",,4.08,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",3.10.2023 00:00:00,,"PFHpA",,2.89,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",9.11.2023 00:00:00,,"PFHpA",,4.21,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",4.7.2023 00:00:00,,"PFHpA",,1.49,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",3.1.2023 00:00:00,,"PFHpA",,2.64,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",31.1.2023 00:00:00,,"PFHpA",,1.74,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"WO03","Hammerschmitte, ob Brücke","Worble","S",28.2.2023 00:00:00,,"PFHpA",,2.11,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"RO01","Vor Mündung M","Rotache","S",28.3.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"RO01","Vor Mündung M","Rotache","S",2.5.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"RO01","Vor Mündung M","Rotache","S",5.9.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"RO01","Vor Mündung M","Rotache","S",3.10.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"RO01","Vor Mündung M","Rotache","S",4.7.2023 00:00:00,,"PFHpA",,1.10,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"RO01","Vor Mündung M","Rotache","S",3.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"RO01","Vor Mündung M","Rotache","S",31.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"RO01","Vor Mündung M","Rotache","S",28.2.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"GU03","Belpmatten Brücke","Gürbe","S",28.3.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"GU03","Belpmatten Brücke","Gürbe","S",2.5.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"GU03","Belpmatten Brücke","Gürbe","S",5.9.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"GU03","Belpmatten Brücke","Gürbe","S",3.10.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"GU03","Belpmatten Brücke","Gürbe","S",4.7.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"GU03","Belpmatten Brücke","Gürbe","S",3.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"GU03","Belpmatten Brücke","Gürbe","S",31.1.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"GU03","Belpmatten Brücke","Gürbe","S",28.2.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"AM01","Uetendorf / Änteried","Amletenbach","S",28.3.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"AM01","Uetendorf / Änteried","Amletenbach","S",2.5.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
"AM01","Uetendorf / Änteried","Amletenbach","S",5.9.2023 00:00:00,,"PFHpA","<",1.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","PFHpA","PFHpA"
