"ID_Substanz";"Name";"Parameter-ID";"CASNr - Gemisch";"Kommentar";"Chem_ID_OZ";"Micropol_ID";"AnalytikDB_ID";"PPDB_ID";"relevante Isomere";"InChIKey"
1545;"Moxidectin";;"113507-06-5";;;;;1752;;"YZBLFMPOMVTDJY-BFPKLJSTSA-N"
1546;"Imipramin";"Imipramin";"50-49-7";"Imipramin HCl: 113-52-0";;;4143;;;"BCGWQEUPMDMJNV-UHFFFAOYSA-N"
1547;"Orbifloxacin";;"113617-63-3";;;;;1866;;"QIPQASLPWJVQMH-DTORHVGOSA-N"
1548;"Clopidogrel";"Clopidogrel";"113665-84-2";"120202-66-6";;;3764;;;"GKTWGGQPFAXNFI-HNNXBMFYSA-N"
1549;"Dexmedetomidin";;"113775-47-6";"145108-58-3";;;;1817;;"CUHVIMMYOGQXCV-LLVKDONJSA-N"
1550;"Olopatadin";"Olopatadin";"113806-05-6";"140462-76-6";;;3323;;;"JBIMVDZLSHOPLA-UHFFFAOYSA-N"
1551;"Cidofovir";;"113852-37-2";"149394-66-1";;;;;;"VWFCHDSQECPREK-LURJTMIESA-N"
1552;"Ibandronsäure";;"114084-78-5";"138926-19-9";;;2856;;;"MPBVHIBUJCELCL-UHFFFAOYSA-N"
1553;"Docetaxel";"Docetaxel";"114977-28-5";"148408-66-6";;;;;;"ZDZOTLJHXYCWBA-VCVYQWHSSA-N"
1554;"Risedronat";;"115436-72-1";;;;10149;;;"IIDJRNMFWXDHID-UHFFFAOYSA-N"
1555;"Marbofloxacin";;"115550-35-1";;;;3689;1862;;"BPFYOAJNDMUVBL-UHFFFAOYSA-N"
1556;"Duloxetin";"Duloxetin";"116539-59-4";"136434-34-9";;;10539;;;"ZEUITGRIYCTCEM-KRWDZBQOSA-N"
1557;"Pregabalin";"Pregabalin";"148553-50-8";;;;3129;3676;;"AYXYPKUFHZROOJ-ZETCQYMHSA-N"
1558;"Sacubitril";;"149709-62-6";;;;11014;;;"PYNXFZCZUAOOQC-UTKZUKDTSA-N"
1559;"4-aminobenzoic säure";;"150-13-0";;;;;;;"ALYNCZNDIQEVRV-UHFFFAOYSA-N"
1560;"Prasugrel";;"150322-43-3";"389574-19-0";;;;;;"DTGLZDAWLRGWQN-UHFFFAOYSA-N"
1561;"Nitenpyram";"Nitenpyram";"150824-47-8";;;;11285;1612;;"CFRPSFYHXJZSBI-DHZHZOJOSA-N"
1562;"Tropicamid";;"1508-75-4";;;;10773;;;"BGDKAVGWHJFAGW-UHFFFAOYSA-N"
1563;"Procyclidin";;"1508-76-5";;;;;;;"WYDUSKDSKCASEF-UHFFFAOYSA-N"
1564;"Moxifloxacin";;"151096-09-2";"192927-63-2";;;2591;2983;;"FABPRXSRWADJSP-MEDUHNTESA-N"
1565;"Acitretin";;"55079-83-9";;;;4131;;;"IHUNBGSDBOWDMA-AQFIFDHZSA-N"
1566;"Dinoprost";;"551-11-1";;;;;1803;;"PXGPLTODNUVGFL-YNNPMVKQSA-N"
1567;"Rolapitant";;"552292-08-7";"914462-92-3";;;;;;"FIVSJYGQAIEMOC-ZGNKEGEESA-N"
1568;"Propentofyllin";;"55242-55-2";;;;;;;"RBQOQRRFDPXAGN-UHFFFAOYSA-N"
1569;"Praziquantel";"Praziquantel";"55268-74-1";;;;3272;1782;;"FSVJFNAIGNNGKK-UHFFFAOYSA-N"
1570;"Cefuroxim";;"55268-75-2";"56238-63-2";;;3885;;;"JFPVXVDWJQMJEE-IZRZKJBUSA-N"
1571;"Tiamulin";;"55297-95-5";"56193-13-6";;;;;;"UURAUHCOJAIIRQ-QGLSALSOSA-N"
1572;"Beclometason";;"5534-09-8";;;;;;;"KUVIULQEHSCUHY-XYWKZLDCSA-N"
1573;"Methyldopa";;"555-30-6";;;;;;;"CJCSPKMFHVPWAR-JTQLQIEISA-N"
1574;"Tixocortolpivalat";;"55560-96-8";;;;;;;"BISFDZNIUZIKJD-XDANTLIUSA-N"
1575;"Nitroglycerin";;"55-63-0";;;;;;;"SNIOPGDIGTZGOP-UHFFFAOYSA-N"
1576;"Betahistin";;"5638-76-6";"5579-84-0, 54856-23-4";;;;;;"UUQMNUMQCIQDMZ-UHFFFAOYSA-N"
1577;"Halofuginon";;"55837-20-2";;;;;1828;;"LVASCWIMLIKXLA-LSDHHAIUSA-N"
1578;"Piretanid";;"55837-27-9";;;;;;;"UJEWTUDSLQGTOA-UHFFFAOYSA-N"
1579;"Heroin";"Heroin";"561-27-3";"5893-91-4";;;10654;;;"GVGLGOZIDCSQPN-PVHGPHFFSA-N"
1580;"Acarbose";;"56180-94-0";;;;;;;"XUFXOAAUWZOOIT-UGEKTDRHSA-N"
1581;"Torasemid";"Torasemid";"56211-40-6";;567;;3145;;;"NGBFQHCMQULJNZ-UHFFFAOYSA-N"
1582;"iodohippuras(123-I)";;"56254-07-0";;;;;;;"XYITYKDGJLHYPW-TWDNZPFZSA-M"
1583;"Tibolon";;"5630-53-5";;;;;;;"WZDGZWOAQTVYBX-XOINTXKNSA-N"
1584;"Glatiramer";;"28704-27-0";"147245-92-9";;;;;;"YLOCGHYTXIINAI-XKUOMLDTSA-N"
1585;"Oxcarbazepin";"Oxcarbazepin";"28721-07-5";;;;2858;;;"CTRLABGOLIVAIY-UHFFFAOYSA-N"
1586;"Carbidopa";"Carbidopa";"28860-95-9";"38821-49-7";;;3760;;;"TZFNLOMSOLWIDK-JTQLQIEISA-N"
1587;"Alprazolam";"Alprazolam";"28981-97-7";;;;3650;2960;;"VREFGVBLTWBCJP-UHFFFAOYSA-N"
1588;"Guanfacin";;"29110-47-2";;;;;;;"INJOMKTZOLKMBF-UHFFFAOYSA-N"
1590;"Ciclopirox";;"29342-05-0";"41621-49-2";;;;;;"SCKYRAXSEDYPSA-UHFFFAOYSA-N"
1591;"Prazepam";;"2955-38-6";;;;;;;"MWQCHHACWWAQLJ-UHFFFAOYSA-N"
1592;"Cinnarizin";;"298-57-7";;;;;;;"DERZBLKQOCDDDZ-JLHYYAGUSA-N"
1593;"Methylphenidat";"Methylphenidat";"113-45-1";"298-59-9";;;10545;;;"DUGOZIWVEXMGBE-UHFFFAOYSA-N"
1594;"Chloralhydrat";"Chloralhydrat";"302-17-0";;;;;2987;;"RNFNDJAIBTYOQL-UHFFFAOYSA-N"
1595;"Chlormadinon";;"1961-77-9";"302-22-7";;;;;;"VUHJZBBCZGVNDZ-TTYLFXKOSA-N"
1596;"Fluocinonid";;"356-12-7";;;;;;;"WJOHZNCJWYWUJD-IUGZLZTKSA-N"
1597;"Menbuton";;"3562-99-0";;;;;;;"FHGJSJFIQNQBCK-UHFFFAOYSA-N"
1598;"Brivaracetam";;"357336-20-0";;;;;;;"MSYKRHVOOPPJKU-BDAKNGLRSA-N"
1599;"Galantamin";;"357-70-0";"1953-04-4";;;;;;"ASUTZQLVASHGKV-JDFRZJQESA-N"
1600;"Saxagliptin";;"361442-04-8";"709031-78-7";;;11138;;;"QGJUIPDUBHWZPV-SGTAVMJGSA-N"
1602;"Piroxicam";;"36322-90-4";;;;;;;"QYSPLQLAKJAUJT-UHFFFAOYSA-N"
1603;"Dinoproston";;"363-24-6";;;;;;;"XEYBRNLFEZDVAW-ARSRFYASSA-N"
1604;"Tolperison";;"3644-61-9";;;;10998;;;"FSKFPVLPFLJRQB-UHFFFAOYSA-N"
1605;"Metoclopramid";"Metoclopramid";"364-62-5";"54143-57-6";;;2781;1821;;"TTWJBBZEZQICBI-UHFFFAOYSA-N"
1606;"Diazoxid";;"364-98-7";;;;;;;"GDLBFKVLRPITMI-UHFFFAOYSA-N"
1607;"Dectaflur";;"36505-83-6";;;;;;;"QGSCPWWHMSCFOV-RRABGKBLSA-N"
1608;"Oxantel";;"36531-26-7";;;;;;;"VRYKTHBAWRESFI-VOTSOKGWSA-N"
1609;"Rivaroxaban";;"366789-02-8";;;;3769;;;"KGFYHTZWPPHNLQ-AWEZNQCLSA-N"
1610;"Lurasidon";;"367514-87-2";"367514-88-3";;;;;;"PQXKDMSYBGKCJA-CVTJIBDQSA-N"
1611;"Ribavirin";"Ribavirin";"36791-04-5";;;;2860;;;"IWUCXVSUMQZMFG-AFCXAGJDSA-N"
1612;"Enzacamen";"Enzacamen";"36861-47-9";;;;3002;;;"HEOCBCNFKCOKBX-LBONJMQPSA-N"
1613;"Oxomemazin";;"3689-50-7";;;;;;;"QTQPVLDZQVPLGV-UHFFFAOYSA-N"
1614;"Penethamat";;"3689-73-4";"808-71-9";;;;;;"AFKRZUUZFWTBCC-WSTZPKSXSA-N"
1615;"Clenbuterol";"Clenbuterol";"37148-27-9";"21898-19-1";;;3592;1884;;"STJMRWALKKWQGH-UHFFFAOYSA-N"
1616;"Flavoxat";;"15301-69-6";"3717-88-2";;;;;;"SPIUTQOUKAMGCX-UHFFFAOYSA-N"
1617;"Amikacin";;"37517-28-5";"39831-55-5";;;3660;;;"LKCWBDHBTVXHDL-RMDFUYIESA-N"
1618;"Maraviroc";;"376348-65-1";;;;;;;"GSNHKUDZZFZSJB-HLMSNRGBSA-N"
1619;"Betamethason";;"378-44-9";"987-24-6";;;3242;1854;;"UREBDLICKHMUKA-DVTGEIKXSA-N"
1620;"Bosutinib";;"380843-75-4";;;;;;;"UBPYILGKFZZVDX-UHFFFAOYSA-N"
1621;"Minoxidil";;"38304-91-5";;;;;;;"ZIMGGGWCDYVHOY-UHFFFAOYSA-N"
1622;"Dinoprost Trometamol";;"38562-01-5";;;;;3800;;"IYGXEHDCSOYNKY-RZHHZEQLSA-N"
1623;"Flunixin";;"38677-85-9";"42461-84-7";;;3685;1802;;"NOOCSNJCXJYGPE-UHFFFAOYSA-N"
1624;"1-Chloro-2,2,5,5-tetramethyl-4-oxoimidazolidine";;"38951-85-8";;;;;;;"LCWLUUNLZNVFKH-UHFFFAOYSA-N"
1625;"Trimebutin";;"39133-31-8";;;;;;;"LORDFXWUHHSAQU-UHFFFAOYSA-N"
1626;"Imidazolidinylharnstoff";;"39236-46-9";;;;;;;"ZCTXEAQXZGPWFG-UHFFFAOYSA-N"
1627;"Succinylated gelatin";;"39340-57-3";;;;;;;
1628;"Pyriprol";;"394730-71-3";;;;;1370;;"MWMQNVGAHVXSPE-UHFFFAOYSA-N"
1629;"Isoxsuprin";;"395-28-8";"579-56-6";;;;1857;;"BMUKKTUHUDJSNZ-UHFFFAOYSA-N"
1630;"Nitrendipin";;"39562-70-4";;;;;;;"PVHUJELLJLJGLN-UHFFFAOYSA-N"
1631;"Pasireotid";;"396091-73-9";"396091-79-5";;;;;;"VMZMNAABQBOLAK-DBILLSOUSA-N"
1632;"Penciclovir";"Penciclovir";"39809-25-1";;;;3288;;;"JNTOCHDNEULJHD-UHFFFAOYSA-N"
1633;"Dexmethylphenidat";;"40431-64-9";;;;;;;"DUGOZIWVEXMGBE-CHWSQXEVSA-N"
1634;"Cloprostenol";;"40665-92-7";"62561-03-9";;;;3702;;"VJGGHXVGBSZVMZ-QIZQQNKQSA-N"
1635;"quaterni-15";;"4080-31-3, 51229-78-8";;;;;;;"UKHVLWKBNNSRRR-TYYBGVCCSA-M"
1636;"Etodolac";"Etodolac";"41340-25-4";;;;3308;;;"NNYBQONXHNTVIJ-UHFFFAOYSA-N"
1637;"Carboplatin";;"41575-94-4";;;;;;;"VSRXQHXAPYXROS-UHFFFAOYSA-N"
1638;"Lenvatinib";;"417716-92-8";;;;;;;"WOSKHXYHFSIKNG-UHFFFAOYSA-N"
1639;"Methylephedrin";;"552-79-4";"18760-80-0, 42151-56-4";;;;;;"FMCGSUUBYTWNDP-ONGXEEELSA-N"
1640;"Butorphanol";;"42408-82-2";"58786-99-5";;;;1780;;"IFKLAQQSCNILHL-QHAWAJNXSA-N"
1641;"Fluorometholon";;"426-13-1";;;;;;;"FAOZLTXFLGPHNG-KNAQIMQKSA-N"
1642;"Cyproteronacetat";;"427-51-0";;;;;3761;;"UWFYSQMTEOIJJG-FDTZYFLXSA-N"
1643;"Midodrin";;"42794-76-3";"3092-17-9";;;;;;"PTKSEFOSCHHMPD-UHFFFAOYSA-N"
1644;"Zopiclon";;"43200-80-2";;;;3643;;;"GBBSUAFBMRNDJC-UHFFFAOYSA-N"
1645;"Fenbendazol";;"43210-67-9";;;;;1758;;"HDDSHPAODJUKPD-UHFFFAOYSA-N"
1646;"Phenprocoumon";;"435-97-2";;;;;;;"DQDAYGNAKTZFIW-UHFFFAOYSA-N"
1647;"Diethylaminsalicylat";;"4419-92-5";;;;;;;
1648;"Foscarnet";;"4428-95-9";"34156-56-4";;;;;;"ZJAOAACCNHFJAH-UHFFFAOYSA-N"
1649;"3-Methoxybutyl Acetate";;"4435-53-4";;;;;;;"QMYGFTJCQFEDST-UHFFFAOYSA-N"
1650;"Vandetanib";;"443913-73-3";;;;;;;"UHTHHESEBZOYNR-UHFFFAOYSA-N"
1651;"Pazopanib";;"444731-52-6";"635702-64-6";;;;;;"CUIHSIWYWATEQL-UHFFFAOYSA-N"
1652;"Azathioprin";;"446-86-6";;;;;;;"LMEKQMALGUDUQG-UHFFFAOYSA-N"
1654;"Dapagliflozin";;"461432-26-8";"960404-48-2";;;10951;;;"JVHXJTBJCFBINQ-ADAARDCZSA-N"
1655;"Naloxon";;"465-65-6";"51481-60-8";;;10737;;;"UZHSEJADLWPNLE-GRGSLBFTSA-N"
1656;"Hydromorphon";;"466-99-9";"71-68-1";;;3757;2976;;"WVLOADHCBXTIJK-YNHQPCIGSA-N"
1657;"Doxylamin";;"469-21-6";"562-10-7";;;3018;;;"HCFDWZZGGLSKEP-UHFFFAOYSA-N"
1658;"Levobunolol";;"47141-42-4";"27912-14-7";;;;;;"IXHBTMCLRNMKHZ-LBPRGKRZSA-N"
1659;"Fluorocholine F-18";;"475572-73-7";"fluorocholini(18-F) chlorid: 459424-38-5";;;;;;"PBVFROWIWWGIFK-KWCOIAHCSA-N"
1660;"Isotretinoin";;"4759-48-2";;;;10987;;;"SHGAZHPCJJPHSC-XFYACQKRSA-N"
1661;"Trospium";"Trospium";"47608-32-2";"Trospium chloride: 10405-02-4";;;3030;;;"OYYDSUSKLWTMMQ-AIZNXBIQSA-N"
1662;"Tofacitinib";;"477600-75-2";"540737-29-9";;;;;;"UJLAWZDWDVHWOW-YPMHNXCESA-N"
1663;"Edoxaban";;"480449-70-5";"480449-71-6";;;11009;;;"HGVDHZBSSITLCT-JLJPHGGASA-N"
1664;"Guaiazulen";;"489-84-9";;;;;;;"FWKQNCXZGNBPFD-UHFFFAOYSA-N"
1665;"Eltrombopag";;"496775-61-2";"496775-62-3";;;;;;"SVOQIEJWJCQGDQ-UHFFFAOYSA-N"
1666;"Rimexolon";;"49697-38-3";;;;;;;"QTTRZHGPGKRAFB-OOKHYKNYSA-N"
1667;"Proparacain";;"499-67-2";;;;;;;"KCLANYCVBBTKTO-UHFFFAOYSA-N"
1668;"Dexamethason";"Dexamethason";"50-02-2";"24668-75-5";;;2612;1769;;"UREBDLICKHMUKA-CXSFZGCWSA-N"
1669;"Rilpivirin";;"500287-72-9";"700361-47-3";;;;;;"YIBOMRUWOWDFLG-ONEGZZNKSA-N"
1670;"Hydrocortison";"Cortisol";"50-23-7";"13609-67-1 / 50-03-3";;;3201;;;"JYGXADMDTFJGBT-VWUMJDOOSA-N"
1671;"Phenobarbital";;"50-06-6";"57-30-7";;;3624;3679;;"DDBREPKUVSBGFI-UHFFFAOYSA-N"
1672;"Proguanil";;"500-92-5";"637-32-1";;;;;;"SSOLNOMRVKKSON-UHFFFAOYSA-N"
1673;"Pethidin";"Meperidin";"57-42-1";"50-13-5";;;3331;;;"XADCESSVHJOZHK-UHFFFAOYSA-N"
1674;"Cyclophosphamid";"Cyclophosphamid";"50-18-0";"6055-19-2, 60007-95-6, 75526-90-8";;;2579;;;"CMSMOCZEIVJLDB-UHFFFAOYSA-N"
1676;"Prednisolon";"Prednisolon";"50-24-8";"1107-99-9";;;2783;1848;;"OIGNJSKKLXVSLS-VWUMJDOOSA-N"
1677;"Tetrabenazin";;"58-46-8";;;;;;;"MKJIEFSOBYUXJB-UHFFFAOYSA-N"
1678;"Theophyllin";;"58-55-9";;;;3632;1801;;"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"
1679;"Azelastin ";;"58581-89-8";"79307-93-0";;;10832;;;"MBUVEWMHONZEQD-UHFFFAOYSA-N"
1680;"Lactitol";;"585-86-4";"81025-04-9";;;3834;;;"VQHSOMBJVWLPSR-JVCRWLNRSA-N"
1681;"Nomegestrol";;"58691-88-6";"58652-20-3";;;;;;"KZUIYQJTUIACIG-YBZCJVABSA-N"
1682;"Cyclopentolat";;"512-15-2";"5870-29-1";;;10764;;;"SKYSRIRYMSLOIN-UHFFFAOYSA-N"
1683;"Diphenhydramin";"Diphenhydramin";"58-73-1";"147-24-0";;;3352;2973;;"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"
1684;"Kanamycin";;"59-01-8";;;;;1921;;"SBUJHOSQTJFQJX-NOAMYHISSA-N"
1685;"Methotrexat";;"59-05-2";"7413-34-5";;;3966;;;"FBOZXECLQNJBKD-ZDUSSCGKSA-N"
1686;"Bethanechol";;"674-38-4";"590-63-6";;;;;;"NZUPCNDJBJXXRF-UHFFFAOYSA-O"
1687;"Atropin";"Atropin";"51-55-8";"5908-99-6";;;3334;;;"RKUNBYITZUJHSG-PJPHBNEVSA-N"
1688;"Diflucortoloni Valeras";;"59198-70-8";;;;;;;"HHJIUUAMYGBVSD-YTFFSALGSA-N"
1689;"Quecksilber(II)-cyanid";;"592-04-1 ";;;;;;;"FQGYCXFLEQVDJQ-UHFFFAOYSA-N"
1690;"Nicethamid";;"59-26-7";;;;;;;"NCYVXEGFNDZQCU-UHFFFAOYSA-N"
1691;"Aciclovir";"Aciclovir";"59277-89-3";"69657-51-8";;;;;;"MKUXAQIIEYXACX-UHFFFAOYSA-N"
1692;"Penicillin-V";"Penicillin-V";"87-08-1";"132-98-9 / 5928-84-7";;;3883;;;"BPLBGHOLXOTWMN-MBNYWOFBSA-N"
1693;"Inotuzumab Ozogamicin";;"635715-01-4";;;;;;;
1694;"Terazosin";;"63590-64-7";"70024-40-7";;;;;;"VCKUSRYTPJJLNI-UHFFFAOYSA-N"
1695;"Betaxolol";"Betaxolol";"63659-18-7";"63659-19-8";;;10807;;;"NWIUTZDMDHAVTP-UHFFFAOYSA-N"
1696;"Desonid";;"638-94-8";;;;;;;"WBGKWQHBNHJJPZ-LECWWXJVSA-N"
1697;"Nilotinib";"Nilotinib";"641571-10-0";;;;3588;;;"HHZIURLSWUIHRB-UHFFFAOYSA-N"
1698;"Oxiconazol";;"64211-45-6";"64211-46-7";;;;;;"QRJJEGAJXVEBNE-HKOYGPOVSA-N"
1699;"Imipenem";;"64221-86-9";"74431-23-5";;;3884;;;"ZSKVGTPCRGIANV-ZXFLCMHBSA-N"
1700;"Atracurium";;"64228-79-1";"64228-81-5";;;;;;"YXSLJKQTIDHPOT-UHFFFAOYSA-N"
1701;"Chlorprothixen Hydrochlorid";;"6469-93-8";"2461-06-5";;;;;;"YWKRLOSRDGPEJR-KIUKIJHYSA-N"
1702;"Demeclocyclin";;"127-33-3";"64-73-3";;;;;;"GUXHBMASAHGULD-SEYHBJAFSA-N"
1703;"Pentoxifyllin";"Pentoxifyllin";"6493-05-6";;;;11499;;;"BYPFEZZEUUWMEJ-UHFFFAOYSA-N"
1704;"Nicorandil";;"65141-46-0";;;;4130;;;"LBHIOVVIQHSOQN-UHFFFAOYSA-N"
1705;"Ketoconazol";;"65277-42-1";;;;3262;;;"XMAYWYJOQHXEEK-ZEQKJWHPSA-N"
1706;"Nikotin";"Nikotin";"54-11-5";"CasNr: Bafu: 22083-74-5 ((+/-)-Nicotine); wir: 54-11-5 (L-Nicotine)";;;3008;485;;"SNICXCGAKADSCV-JTQLQIEISA-N"
1707;"Asenapin";;"65576-45-6";;;;;;;"VSWBSWWIRNCQIJ-HUUCEWRRSA-N"
1708;"Nintedanib";;"656247-17-5";;;;11010;;;"CPMDPSXJELVGJG-UHFFFAOYSA-N"
1711;"Romifidin";;"65896-16-4";"65896-14-2";;;;1869;;"KDPNLRQZHDJRFU-UHFFFAOYSA-N"
1712;"Dienogest";"Dienogest";"65928-58-7";;;;3284;;;"AZFLJNIPTRTECV-FUMNGEBKSA-N"
1713;"Hexamidin";;"659-40-5";;;;;;;"NBVZMBLJRHUOJR-UHFFFAOYSA-N"
1714;"Nimodipin";;"66085-59-4";;;;;;;"UIAGMCDKSXEBJQ-UHFFFAOYSA-N"
1715;"Pergolid";;"66104-22-1";"66104-23-2";;;;;;"YEHCICAEULNIGD-MZMPZRCHSA-N"
1716;"Alendronsäure ";;"66376-36-1";"121268-17-5";;;3133;;;"OGSPWJRAVKPPFI-UHFFFAOYSA-N"
1717;"Mertiatid";;"66516-09-4";;;;;;;"RXACEEPNTRHYBQ-UHFFFAOYSA-N"
1718;"Avobenzon";;"70356-09-1";;;;;;;"XNEFYCZVKIDDMS-UHFFFAOYSA-N"
1719;"Lornoxicam";;"70374-39-9";;;;;;;"WLHQHAUOOXYABV-UHFFFAOYSA-N"
1720;"Mitoxantron";;"65271-80-9";"70476-82-3";;;;;;"KKZJGLLVHKMTCM-UHFFFAOYSA-N"
1721;"Meloxicam";;"71125-38-7";;;;4137;1751;;"ZRVUJXDFFKFLMG-UHFFFAOYSA-N"
1722;"Moclobemid";"Moclobemid";"71320-77-9";;;;2675;;;"YHXISWVBGDMDLQ-UHFFFAOYSA-N "
1723;"Medroxyprogesteronacetat";;"71-58-9";"Medroxyprogesteron: 520-85-4";;;;;;"PSGAAPLEWMOORI-PEINSRQWSA-N"
1724;"Reboxetin";;"98769-81-4";"141425-90-3, 71620-89-8";;;;;;"CBQGYUDMJHNJBX-RTBURBONSA-N"
1725;"Artemether";;"71963-77-4";;;;;;;"SXYIRMFQILZOAM-HVNFFKDJSA-N"
1726;"Prilocain";"Prilocain";"721-50-6";"1786-81-8";;;3141;;;"MVFGUOIZUNYYSO-UHFFFAOYSA-N"
1727;"Fenticonazol";;"72479-26-6";"73151-29-8";;;;;;"ZCJYUTQZBAIHBS-UHFFFAOYSA-N"
1728;"Codein";"Codein";"76-57-3";"41444-62-6";;;2780;;;"OROGSEYTTFOCAN-DNJOTXNNSA-N"
1729;"flutemetamol(18-F)";;"765922-62-1";;;;;;;"VVECGOCJFKTUAX-HUYCHCPVSA-N"
1730;"Detomidin";;"76631-46-4";;;;;1810;;"RHDJRPPFURBGLQ-UHFFFAOYSA-N"
1731;"Pentobarbital";;"76-74-4";"57-33-0";;;10578;3000;;"WEXRUCMBJFQVBZ-UHFFFAOYSA-N"
1732;"Mebezonii Iodid";;"7681-78-9";;;;;;;"CWPAAKNARYMZLM-UHFFFAOYSA-L"
1733;"Meglini Ioxaglas";;"76820-74-1";;;;;;;
1734;"iobenguan(123-I)";;"76924-93-1";;;;;;;"PDWUPXJEEYOOTR-IUAIQHPESA-N"
1735;"Nafarelin";;"76932-56-4";"86220-42-0";;;;;;"RWHUEXWOYVBUCI-ITQXDASVSA-N"
1736;"Fenpipramid";;"77-01-0";"14007-53-5";;;;;;"UETXPGADPCBQFT-UHFFFAOYSA-N"
1737;"Oxybutynin";"Oxybutynin";"5633-20-5";"1508-65-2";;;3025;;;"XIQVNETUBQGFHX-UHFFFAOYSA-N"
1738;"Dimetinden";;"5636-83-9";"5614-69-5";;;;;;"MVMQESMQSYOVGV-UHFFFAOYSA-N"
1739;"Epirubicin";;"56420-45-2";"56390-09-1";;;;;;"AOJJSUZBOXZQNB-VTZDEGQISA-N"
1740;"Doxycyclin";"Doxycyclin";"564-25-0";"17086-28-1, 41411-66-9, 69935-17-7, 94088-85-4";;;3678;1840;;"SGKRLCUYIXIAHR-AKNGSSGZSA-N"
1741;"Ethylenediamine-N,N'-diacetic acid";;"5657-17-0";;;;;;;"IFQUWYZCAGRUJN-UHFFFAOYSA-N"
1742;"Coumaphos";"Coumaphos";"56-72-4";;;;11340;181;;"BXNANOICGRISHX-UHFFFAOYSA-N"
1743;"Chloramphenicol";"Chloramphenicol";"56-75-7";"530-43-8";;;3070;1835;;"WIIZWVCIJKGZOK-RKDXNWHRSA-N"
1744;"Histamin";;"56-92-8";;;;;;;"NTYJJOPFIAHURM-UHFFFAOYSA-N"
1745;"Viridis Malachit";;"569-64-2";"Malachitgrünoxalat: 2437-29-8";;;;;;"FDZZZRQASAIRJF-UHFFFAOYSA-M"
1746;"Celiprolol";"Celiprolol";"56980-93-9";"57470-78-7";;;3015;;;"JOATXPAWOHTVSZ-UHFFFAOYSA-N"
1747;"Desfluran";;"57041-67-5";;;;3969;;;"DPYMFVXJLLWWEU-UHFFFAOYSA-N"
1748;"Cetrimon";;"57-09-0";;;;10099;;;"LZZYPRNAOMGNLH-UHFFFAOYSA-M"
1749;"Clorazepat";;"57109-90-7";;;;10713;;;"QCHSEDTUUKDTIG-UHFFFAOYSA-L"
1750;"Palbociclib";;"571190-30-2";;;;;;;"AHJRHEGDXFFMBM-UHFFFAOYSA-N"
1751;"Chlorobutanol";;"6001-64-5";"57-15-8";;;;;;"WRWLCXJYIMRJIN-UHFFFAOYSA-N"
1752;"Morphin";"Morphin";"57-27-2";"6211-15-0   Morphium";;;2744;2982;;"BQJCRHHNABKAKU-KBQPJGBKSA-N"
1753;"Tacalcitol";;"57333-96-7";"93129-94-3";;;;;;"BJYLYJCXYAMOFT-RSFVBTMBSA-N"
1754;"Ethambutol";"Ethambutol";"74-55-5";"1070-11-7";;;2782;;;"AEUTYOVWOVBAKS-UWVGGRQHSA-N"
1755;"Hydroxychloroquin";;"118-42-3";"747-36-4";;;10436;;;"XXSMGPRMXLTPCZ-UHFFFAOYSA-N"
1756;"Argatroban ";;"74863-84-6";"141396-28-3";;;;;;"KXNPVXPOPUZYGB-IOVMHBDKSA-N"
1757;"Piracetam";;"7491-74-9";;;;3076;;;"GMZVRMREEHBGGF-UHFFFAOYSA-N"
1758;"Magaldrat";;"74978-16-8";;;;;;;"JIFPTBLGXRKRAO-UHFFFAOYSA-K"
1759;"Chloroethan";"Chlorethan";"75-00-3";;;;;;;"HRYZWHHZPQKTII-UHFFFAOYSA-N"
1761;"Paromomycin";;"7542-37-2";"1263-89-4";;;;1895;;"UOZODPSAJZTQNH-QGSSWKKLSA-N"
1762;"Moxonidin";;"75438-57-2";;;;;;;"WPNJAUFVNXKLIM-UHFFFAOYSA-N"
1763;"Lisinopril";"Lisinopril";"76547-98-3";"83915-83-7";;;10995;;;"RLAWWYSOJDYHDC-BZSNNMDCSA-N"
1764;"Imatinib";"Imatinib";"152459-95-5";"220127-57-1";;;3633;;;"KTUFNOKKBVMGRW-UHFFFAOYSA-N"
1765;"Dydrogesteron";;"152-62-5";;;;;;;"JGMOKGBVKVMRFX-HQZYFCCVSA-N"
1766;"Acenocoumarol";;"152-72-7";;;;;;;"VABCILAOYCMVPS-UHFFFAOYSA-N"
1767;"Aurothiosulfas";;"15283-45-1";;;;;;;"UCGZDNYYMDPSRK-UHFFFAOYSA-L"
1768;"Voxilaprevir";;"1535212-07-7";;;;;;;"MZBLZLWXUBZHSL-FZNJKFJKSA-N"
1769;"Ertapenem";;"153832-46-3";"153773-82-1";;;;;;"JUZNIMUFDBIJCM-ANEDZVCMSA-N"
1770;"Lincomycin";;"154-21-2";"7179-49-9";;;3687;1886;;"OJMMVQQUTAEWLP-ZUWRKQLMSA-N"
1771;"Abirateron";;"154229-19-3";"154229-18-2";;;;;;"GZOSMCIZMLWJML-VJLLXTKPSA-N"
1772;"Almotriptan";;"154323-57-6";"181183-52-8";;;;;;"WKEMJKQOLOHJLZ-UHFFFAOYSA-N"
1773;"Capecitabin";"Capecitabin";"154361-50-9";;;;2845;;;"GAGWJHPBXLXJQN-UORFTKCHSA-N"
